Nama Pengguna,Rating,Tanggal,Ulasan,Sentimen,Ulasan_Bersih
Pengguna Google,5,2026-04-19 03:30:29,terima kasih pertamina,Positif,terima kasih pertamina
Pengguna Google,1,2026-04-19 02:45:47,"verifikasi data ditolak, padahal KTP asli, aneh! sekelas bumn apk kek gini",Negatif,verifikasi data tolak padahal ktp asli aneh kelas bumn aplikasi kek gin
Pengguna Google,1,2026-04-19 00:39:33,aplikasi busuk Tiap bulan update aplikasi tetep berat dan lemot . busuk sekali aplikasi ini,Negatif,aplikasi busuk tiap bulan update aplikasi tetep berat lot busuk sekali aplikasi
Pengguna Google,1,2026-04-18 23:44:22,"aplikasi bodoh, gajelas, dan menyusahkan",Negatif,aplikasi bodoh gajelas susah
Pengguna Google,5,2026-04-18 23:13:19,bagus,Positif,bagus
Pengguna Google,5,2026-04-18 21:25:13,sangat mudah dan cepat,Positif,sangat mudah cepat
Pengguna Google,1,2026-04-18 21:07:19,ngelek x updet harga nya di lihat gak bener ni aplikasi nya!,Negatif,ngelek x updet harga nya lihat gak bener ni aplikasi nya
Pengguna Google,2,2026-04-18 20:21:54,"kalau buat diskon dan sejenisnya tolong lah jangan dibebankan ke operator SPBU nya, kerja cuma buat bayarin orang lain kah😔",Negatif,kalau buat diskon jenis tolong lah jangan beban operator spbu nya kerja cuma buat bayarin orang lain kah
Pengguna Google,5,2026-04-18 19:44:46,mantap,Positif,mantap
Pengguna Google,5,2026-04-18 19:40:41,baik,Positif,baik
Pengguna Google,5,2026-04-18 19:39:33,sangat saya butuhkan...,Positif,sangat saya butuh
Pengguna Google,5,2026-04-18 19:38:04,Nice,Positif,nice
Pengguna Google,1,2026-04-18 18:48:32,Sulit Sekali daftar. Alasan KTP tidak Asli dll. padahal KTP jelas ASLI dan data sesuai. Apa ada alasan tersendiri kah?,Negatif,sulit sekali daftar alas ktp tidak asli dll padahal ktp jelas asli data sesuai apa ada alas sendiri kah
Pengguna Google,5,2026-04-18 18:16:05,SMG bisa membantu,Positif,smg bisa bantu
Pengguna Google,4,2026-04-18 17:44:53,saya udah bahagia bisa masukin minyak jelantah jadi rupiah.. pas nunggu hasil... hanya di kasih tau sebrapa bnyk liternya.. eh trnyata minyak tidak trmasuk katagori.. menyesal saya masukin. klu bisa saya ambil kembali tuh minyak.. satu pelajararan buat saya,Positif,saya udah bahagia bisa masukin minyak jelantah jadi rupiah pas nunggu hasil hanya kasih tau sebrapa bnyk liter eh trnyata minyak tidak trmasuk katagori sesal saya masukin klu bisa saya ambil kembali tuh minyak satu pelajararan buat saya
Pengguna Google,1,2026-04-18 16:42:38,aplikasi cacat total dari BUMN negara,Negatif,aplikasi cacat total bumn negara
Pengguna Google,5,2026-04-18 15:17:26,Bagus,Positif,bagus
Pengguna Google,5,2026-04-18 14:04:05,sangat membantu,Positif,sangat bantu
Pengguna Google,1,2026-04-18 13:08:17,"program nya selalu mengacu ke 14 hari kerjaaa,,,lama sekaliiii",Negatif,program nya selalu acu hari kerjaaalama sekaliiii
Pengguna Google,5,2026-04-18 12:46:49,bagus,Positif,bagus
Pengguna Google,1,2026-04-18 12:42:31,"tolonglah kode otp'nya dipikirkan lebih baik lagi. kita udah antri, mau isi pakek my Pertamina. Sampek depan malah ada otp. mana lama lg. bikin antrian tambah panjang aja",Negatif,tolong kode otpnya pikir lebih baik lagi kita udah antri mau isi pakek my pertamina sampek depan malah ada otp mana lama lg bikin antri tambah panjang aja
Pengguna Google,1,2026-04-18 11:00:07,"sinyal bagus, tp proses pembayaran qris lama bgt loadingnya, jadinya tetep bayar cash",Negatif,sinyal bagus tp proses bayar qris lama banget loadingnya jadi tetep bayar cash
Pengguna Google,1,2026-04-18 09:47:31,sudah transaksi tapi poin ndak masuk,Negatif,sudah transaksi tapi poin ndak masuk
Pengguna Google,1,2026-04-18 09:45:11,"halo, kenpa selalu gagal saya mengajukan barkot di mypertamina? warna palat stnk tidak sesuai, lah ini udah warna putih, knp di bilang gak sesuai, terus isi silinder stnk tidak sesuai, jelas2 udah sesuai stnk gimana sih",Negatif,halo kenpa selalu gagal saya aju barkot mypertamina warna palat stnk tidak sesuai lah udah warna putih knp bilang gak sesuai terus isi silinder stnk tidak sesuai jelas udah sesuai stnk gimana sih
Pengguna Google,5,2026-04-18 09:14:18,susah reset nya ribet,Positif,susah reset nya ribet
Pengguna Google,1,2026-04-18 09:09:52,"Percuma download kalau lebih banyak SPBU tidak bisa menggunakannya, alasan server sedang offline, atau alasan sistem sedang perbaikan",Negatif,percuma download kalau lebih banyak spbu tidak bisa guna alas server sedang offline atau alas sistem sedang baik
Pengguna Google,1,2026-04-18 08:09:05,"layanan yang menyusahkan masyarakat kecil,, yang bisa menggunakan hanyalah orang2 yang pandai / orang2 pelangsir minyak subsidi.",Negatif,layan susah masyarakat kecil bisa guna hanya orang pandai orang langsir minyak subsidi
Pengguna Google,1,2026-04-18 05:42:46,barcode saya belum muncul sudah 2 hari nunggu verifikasinya,Negatif,barcode saya belum muncul sudah hari nunggu verifikasi
Pengguna Google,5,2026-04-18 01:42:20,Suip,Positif,suip
Pengguna Google,1,2026-04-18 01:06:19,aplikasi pemerintah gak ada yg beres,Negatif,aplikasi perintah gak ada beres
Pengguna Google,5,2026-04-17 20:08:57,ok,Positif,ok
Pengguna Google,5,2026-04-17 19:27:29,the best,Positif,the best
Pengguna Google,1,2026-04-17 18:42:40,tolong admin benerin aplikasi mypertamina sudah berkali-kali foto STNK jawabannya foto STNK sama dgn foto STNK yg sudah terdaftar sebelumnya. harusnya sudah selesai dunk bukannya *pengajuan ditolak*,Negatif,tolong admin benerin aplikasi mypertamina sudah berkalikali foto stnk jawab foto stnk sama foto stnk sudah daftar belum harus sudah selesai dunk bukan aju tolak
Pengguna Google,5,2026-04-17 18:35:40,pelayanan baik,Positif,layan baik
Pengguna Google,5,2026-04-17 16:02:19,sangat membantu,Positif,sangat bantu
Pengguna Google,5,2026-04-17 15:57:17,sangan bagus,Positif,sangan bagus
Pengguna Google,5,2026-04-17 14:56:30,nantap,Positif,nantap
Pengguna Google,1,2026-04-17 13:47:19,"Ga ada promo menguntungkan pengguna, sekalinya ada promo voucher stock selalu habis, tukar merchandise stock habis / ukuran tidak tersedia",Negatif,tidak ada promo untung guna sekali ada promo voucher stock selalu habis tukar merchandise stock habis ukur tidak sedia
Pengguna Google,1,2026-04-17 13:45:38,APK apaan ini ? mau daftar Kendaraan aja susah jgn mau download APK sampah ini,Negatif,aplikasi apa mau daftar kendara aja susah jgn mau download aplikasi sampah
Pengguna Google,5,2026-04-17 09:13:58,membantu,Positif,bantu
Pengguna Google,1,2026-04-17 08:41:28,lupa kata sandi trus bolak-balik kesini.,Negatif,lupa kata sandi trus bolakbalik kesini
Pengguna Google,1,2026-04-17 04:50:40,"daftar ditolak terus,,padahal foto sudah sesuai,,yang terakhir malah data² sudah dikirim tapi tetep suruh perbaiki data,,di refresh pun tetep tidak ada perubahan",Negatif,daftar tolak teruspadahal foto sudah sesuaiyang akhir malah data sudah kirim tapi tetep suruh baik datadi refresh pun tetep tidak ada ubah
Pengguna Google,5,2026-04-16 22:18:56,Bagus sekali,Positif,bagus sekali
Pengguna Google,5,2026-04-16 21:38:26,keren,Positif,keren
Pengguna Google,1,2026-04-16 20:58:54,"Mau verifikasi susah,, sdh coba ulang-ulang tetap salah parah.",Negatif,mau verifikasi susah sdh coba ulangulang tetap salah parah
Pengguna Google,5,2026-04-16 20:01:10,"terimakasih, semoga bermanfaat buat semua driver ojek online",Positif,terimakasih moga manfaat buat semua driver ojek online
Pengguna Google,5,2026-04-16 19:06:49,Sangat membantu,Positif,sangat bantu
Pengguna Google,1,2026-04-16 18:50:03,Ribet sekali .. saya riset karena barcode saya tdk bisa dipakai lalu harus menunggu info lagi selama 14 hari. macam mana Ini,Negatif,ribet sekali saya riset karena barcode saya tidak bisa pakai lalu harus tunggu info lagi lama hari macam mana
Pengguna Google,5,2026-04-16 18:03:50,promo banyakin biar yahud,Positif,promo banyakin biar yahud
Pengguna Google,1,2026-04-16 13:56:25,"tidak bisa registrasi, tombol lanjut tidak merespon",Negatif,tidak bisa registrasi tombol lanjut tidak merespon
Pengguna Google,5,2026-04-16 13:06:54,Bisa di gunakan transaksi di pertaminq,Positif,bisa guna transaksi pertaminq
Pengguna Google,1,2026-04-16 12:16:11,aplikasi gak jelas,Negatif,aplikasi gak jelas
Pengguna Google,5,2026-04-16 12:02:11,good job,Positif,good job
Pengguna Google,5,2026-04-16 11:43:29,keren lah,Positif,keren lah
Pengguna Google,5,2026-04-16 09:14:24,sangat bagus,Positif,sangat bagus
Pengguna Google,1,2026-04-16 08:46:53,susah dibukanya sangat lelet nyesel,Negatif,susah buka sangat lelet nyesel
Pengguna Google,4,2026-04-16 08:43:04,susah banyak SPBU yg tak ada aplikasi ini,Positif,susah banyak spbu tak ada aplikasi
Pengguna Google,5,2026-04-16 08:16:52,"aplikasi susah dibuka,terasa berat saat loading.mohon di uji kembali ya min....",Positif,aplikasi susah dibukaterasa berat saat loadingmohon uji kembali ya min
Pengguna Google,2,2026-04-15 21:45:32,"min, gimana cara nya upload file stnk yang ada di gallery, karna di aplikasi pendaftaran hanya ambil foto via camera saja",Negatif,min gimana cara nya upload file stnk ada gallery karna aplikasi daftar hanya ambil foto via camera saja
Pengguna Google,5,2026-04-15 21:08:00,"praktis, cepat, tdk antri, mantafff👍",Positif,praktis cepat tidak antri mantafff
Pengguna Google,1,2026-04-15 20:09:17,saya pakai ini di spbu babarsari jogja ditolak pdahal sudah sesuai dengan khusus jalurnya. alesan ga jelas pegawai pertaminanya kasar kasar ngatain saya lagi,Negatif,saya pakai spbu babarsari jogja tolak pdahal sudah sesuai khusus jalur alesan tidak jelas pegawai pertaminanya kasar kasar ngatain saya lagi
Pengguna Google,1,2026-04-15 19:14:02,suka ngelek,Negatif,suka ngelek
Pengguna Google,5,2026-04-15 18:40:19,smoga dapet bonus bngf,Positif,smoga dapet bonus bngf
Pengguna Google,5,2026-04-15 16:10:44,baik,Positif,baik
Pengguna Google,5,2026-04-15 16:01:44,pengaritan: DIAN OVIETA penulisan: alih bahasa,Positif,arit dian ovieta tulis alih bahasa
Pengguna Google,5,2026-04-15 15:36:17,memudahkan pengisian bbm,Positif,mudah isi bbm
Pengguna Google,1,2026-04-15 15:26:33,SANGAT JELEK.. JARINGAN TIDAK STABIL,Negatif,sangat jelek jaring tidak stabil
Pengguna Google,5,2026-04-15 14:52:39,terbaik,Positif,baik
Pengguna Google,5,2026-04-15 13:55:54,"untuk pembuatan barcode kenapa susah sekali min,saya udah nunggu verif gagal terus kenapa. padahal data nya semua sudah benar,saya ga bisa beli di spbu jadinya karna barcode lama jadi nya",Positif,buat barcode kenapa susah sekali minsaya udah nunggu verif gagal terus kenapa padahal data nya semua sudah benarsaya tidak bisa beli spbu jadi karna barcode lama jadi nya
Pengguna Google,5,2026-04-15 12:44:24,"Aplikasi yang diberikan sangat bagus dan membantu dalam mendapatkan bensin subsidi namun ada 1 kekurangan yang dimana saat memasukkan data tidak ada opsi memilih gambar di galeri yang menyusahkan pengguna yang berada cukup jauh dengan kendaraan yang dimiliki, sekiranya bisa menambahkan fitur pilih foto dari galeri",Positif,aplikasi beri sangat bagus bantu dalam dapat bensin subsidi namun ada kurang mana saat masuk data tidak ada opsi pilih gambar galeri susah guna ada cukup jauh kendara milik sekira bisa tambah fitur pilih foto galeri
Pengguna Google,5,2026-04-15 11:02:07,bagus,Positif,bagus
Pengguna Google,4,2026-04-15 10:17:49,Ok,Positif,ok
Pengguna Google,5,2026-04-15 07:57:33,puas,Positif,puas
Pengguna Google,1,2026-04-15 07:44:25,"coba dong bikin aplikasi tuh yang bener, Barcode tiba2 gabisa dipake, sekarang gabisa daftar alasan foto kendaraan diedit dan tidak sesuai, laporan ke CS gaada solusi terus dibalikin ke webnya, buat apa ada CS? buat apa sih bikin aplikasi rusak.",Negatif,coba dong bikin aplikasi tuh bener barcode tiba gabisa dipake sekarang gabisa daftar alas foto kendara edit tidak sesuai lapor cs gaada solusi terus dibalikin webnya buat apa ada cs buat apa sih bikin aplikasi rusak
Pengguna Google,5,2026-04-15 07:00:56,oke,Positif,oke
Pengguna Google,4,2026-04-15 02:22:38,cukup efektif n efisiens,Positif,cukup efektif n efisiens
Pengguna Google,5,2026-04-14 20:14:31,baik,Positif,baik
Pengguna Google,5,2026-04-14 17:55:55,bagus,Positif,bagus
Pengguna Google,5,2026-04-14 17:41:53,mantap,Positif,mantap
Pengguna Google,5,2026-04-14 16:54:58,Gampang...,Positif,gampang
Pengguna Google,4,2026-04-14 15:23:48,menu penukaran poin merchandise sekarang tidak ada..kpan mulai ada lgi?yg lebih menarik lagi.,Positif,menu tukar poin merchandise sekarang tidak adakpan mulai ada lgiyg lebih tarik lagi
Pengguna Google,1,2026-04-14 14:06:34,"lama bgt nunggu subsidi bensin d ACC. bro rating aplikasinya sih 100/11, but the manajement I will think of it again",Negatif,lama banget nunggu subsidi bensin d acc bro rating aplikasi sih but the manajement i will think of it again
Pengguna Google,1,2026-04-14 12:42:14,Aplikasi Menyusahkan masyarakat mau isi BBM aja di persulit kita beli bukan minta. Barcode tiba2 gk bisa di gunakan ternyata datanya di hapus mau masuk lgi di persulit alasan foto editan sdh di coba beberapa kali tetap gk bisa . My Pertamina bukanya makin bagus tpi malah semakin buruk,Negatif,aplikasi susah masyarakat mau isi bbm aja sulit kita beli bukan minta barcode tiba tidak bisa guna nyata data hapus mau masuk lgi sulit alas foto edit sdh coba beberapa kali tetap tidak bisa my pertamina buka makin bagus tpi malah makin buruk
Pengguna Google,5,2026-04-14 11:44:15,mantap,Positif,mantap
Pengguna Google,1,2026-04-14 11:25:06,"Mobil 2 barcodenya bermasalah 1. mau ngisi pertamax katanya habis , mau ngisi pertalite ga bisa karena plat dan barcode beda (mobil baru beres pindah kota jadi beda plat) nyuruh pegawai pomnya suruh benerin jawabnya benerin aja sendiri ke sana jangan di pompa pengisian, dimintai bantuan jawabnya suruh benerin sendiri 2. bikin barcode tadinya udah ada barcodenya cuma tiba"" data kendaraan hilang mau bikin lagi udah foto langsung ke mobil + foto langsung data tidak sesuai gagal terus",Negatif,mobil barcodenya masalah mau ngisi pertamax kata habis mau ngisi pertalite tidak bisa karena plat barcode beda mobil baru beres pindah kota jadi beda plat nyuruh pegawai pomnya suruh benerin jawab benerin aja sendiri sana jangan pompa isi minta bantu jawab suruh benerin sendiri bikin barcode tadi udah ada barcodenya cuma tiba data kendara hilang mau bikin lagi udah foto langsung mobil foto langsung data tidak sesuai gagal terus
Pengguna Google,4,2026-04-14 09:12:15,hallo mypertamina saya isi BBM kok selalu GK ada riwayat transaksi nya ya,Positif,hallo mypertamina saya isi bbm kok selalu tidak ada riwayat transaksi nya ya
Pengguna Google,1,2026-04-13 20:59:27,APLIKASI ERROR TERUS TAIIIIIIII,Negatif,aplikasi error terus taiiiiiiii
Pengguna Google,1,2026-04-13 20:58:10,apk bobrok nggak membantu sama sekali,Negatif,aplikasi bobrok nggak bantu sama sekali
Pengguna Google,5,2026-04-13 19:49:06,Nice,Positif,nice
Pengguna Google,5,2026-04-13 18:54:34,bagus,Positif,bagus
Pengguna Google,5,2026-04-13 18:45:31,"Hallo Admin, saya sangat menyukai aplikasi ini namun bisakah menambah aplikasi Dana untuk metode pembayaran baru, karena saya lebih sering menggunakan dana ketimbang gopay sebagai pelajar sekolah",Positif,hallo admin saya sangat suka aplikasi namun bisa tambah aplikasi dana metode bayar baru karena saya lebih sering guna dana ketimbang gopay bagai ajar sekolah
Pengguna Google,5,2026-04-13 17:49:24,my pertamina mantap the best,Positif,my pertamina mantap the best
Pengguna Google,5,2026-04-13 17:28:52,best,Positif,best
Pengguna Google,5,2026-04-13 16:42:44,biasa langsung qris dari mobile bank sekarang harus lewat my pertamina.. over all ga masalah sih..,Positif,biasa langsung qris mobile bank sekarang harus lewat my pertamina over all tidak masalah sih
Pengguna Google,1,2026-04-13 15:30:19,"aplikasi lo ampas, Update barcod My Pertamina Dr tgl 6 - Tgl 13 Gapernah di ACC Alesan tolak karna STNK gak sesuai HALLOOO lo orang tuh melekkk buka matanya darimana ga sesuai?? trs Telfon call center tbtb stnk ACC malah yg ga ACC foto mobil, oke foto mobil 1 Ditolak 2 Ditolam 3 Ditolak ALASAN PLAT NOMER TIDAK SESUAIII, apakah mata andaa pada bermasalah ?",Negatif,aplikasi lo ampas update barcod my pertamina dr tgl tgl gapernah acc alesan tolak karna stnk gak sesuai hallooo lo orang tuh melekkk buka mata darimana tidak sesuai trs telfon call center tbtb stnk acc malah tidak acc foto mobil oke foto mobil tolak ditolam tolak alas plat nomer tidak sesuaiii apakah mata andaa masalah
Pengguna Google,5,2026-04-13 13:09:22,gampang sekali penggunaan nya,Positif,gampang sekali guna nya
Pengguna Google,5,2026-04-13 13:08:25,sangat membantu tanpa antri2,Positif,sangat bantu tanpa antri
Pengguna Google,5,2026-04-13 12:19:47,terlalu simpel,Positif,terlalu simpel
Pengguna Google,1,2026-04-13 11:31:42,tidak bisa,Negatif,tidak bisa
Pengguna Google,5,2026-04-13 09:56:04,mambantu sekali,Positif,mambantu sekali
Pengguna Google,5,2026-04-13 09:36:22,sangat bagus & membantu👍👍👍,Positif,sangat bagus bantu
Pengguna Google,5,2026-04-13 09:25:20,ok,Positif,ok
Pengguna Google,2,2026-04-13 09:16:12,diminta untk reset kata sandi krna sya lupa sandi.. sya kirimkan via email.. sampe skrng tetap tdk bsa reset kata sandi.. aneh,Negatif,minta untk reset kata sandi krna sya lupa sandi sya kirim via email sampe skrng tetap tidak bsa reset kata sandi aneh
Pengguna Google,5,2026-04-13 08:14:56,jos,Positif,jos
Pengguna Google,5,2026-04-12 22:00:49,"Bagus sekali, bisa beli bensin tanpa ribet dan pasti di terima di seluruh station pertamina yang ada",Positif,bagus sekali bisa beli bensin tanpa ribet pasti terima seluruh station pertamina ada
Pengguna Google,1,2026-04-12 20:15:13,tidak jelas pendaftaran nya,Negatif,tidak jelas daftar nya
Pengguna Google,1,2026-04-12 18:34:05,"sudah top up untuk pembelian Pertamina dex, 2 kali pengalaman device pom bensin nya eror, ujung2 nya diarahkan qris, mubazir bayar2 admin aja buat top up, tp aplikasinya ga bisa dipakai",Negatif,sudah top up beli pertamina dex kali alam device pom bensin nya eror ujung nya arah qris mubazir bayar admin aja buat top up tp aplikasi tidak bisa pakai
